TSid,dataSetName,iso2kUI,archiveType,pub1_doi,lat,lon,elevation,siteName,minYear,maxYear,variableName,units,description,measurementMaterial,measurementMaterialDetail,climateVariable,climateVariableDetail,seasonality,direction,isotopeInterpretation1_inferredMaterial,isotopeInterpretation1_direction,isotopeInterpretation1_variable,isotopeInterpretation1_seasonality,QC comments,QC Certification,Iso2k primary timeseries for dataset,link to lipdverse,QC notes from Hackathon #2 (and initials),Iso2k QC certification (INITIALS)
MS07LSPG01a,MS07LSPG,MS07LSPG01a,MarineSediment,10.1126/science.1143791,-5,133.44,-2382,WEq Pacific,125.7,20332,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) size not provided,temperature/d18Osw,sea surface,NaN,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07LSPG.html,,
LPD1a0245b7,MS07LSSP,MS07LSSP01,MarineSediment,10.1126/science.1143791,6.3,125.83,-2114,Southern Philippines,41.4,1303.4,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"HVM, BM, 20/4/2016 Pacific0185Stott2007_MD98-2181 WDC-paleoclimatology Data Contribution Series # 2007-092 Readme for Stott et al., (2007) notes calibration with Anand et al., (2003).","KT, GL, HVM, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS07LSSP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD1a0245b72,MS07LSSP,,MarineSediment,10.1126/science.1143791,6.3,125.83,-2114,Southern Philippines,2.6,21868,temperature,degC,inferred sea-surface temperature,,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07LSSP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS07LSSP01b,MS07LSSP,MS07LSSP01b,MarineSediment,10.1126/science.1143791,6.3,125.83,-2114,Southern Philippines,2.6,21868,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,S,sea surface,NaN,increase,surface seawater,positive,S,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07LSSP.html,"Decide if inferred material is surface or subsurface seawater. LJ 30/11/2018: missing data, were included in v0.8. issue raised on Github",
LPD776b7bec2,MS07LSSP,,MarineSediment,10.1126/science.1143791,6.3,125.83,-2114,Southern Philippines,2.6,21868,Mg/Ca,mmol/mol,MgCa,planktonic foraminifera carbonate: G. ruber ss (white): size not provided,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07LSSP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS07LSSP01a,MS07LSSP,MS07LSSP01a,MarineSediment,10.1126/science.1143791,6.3,125.83,-2114,Southern Philippines,2.6,21868,d18O,permil,carbonate,planktonic foraminifera,G. ruber ss (white) size not provided,temperature/d18Osw,sea surface,NaN,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07LSSP.html,,
MS07MMNP01a,MS07MMNP,MS07MMNP01a,MarineSediment,10.1016/j.quascirev.2006.12.008,-44.15,-75.16,-1169,Southern Chile Margin,-38.46,2116.5,d18O,permil,carbonate,planktonic foraminifera,N. incompta size not provided,temperature/d18Osw,sub surface (50m),annual mean,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),updated LiPD file 20/02/2019,"LJ, old O2k data lack depth",TRUE,http://lipdverse.org/iso2k/0_12_0/MS07MMNP.html,"Marine archive team- check inferred materials and differentiate between surface and subsurface seawater. LJ done, 30/11/2018",
MS07MMNP01b,MS07MMNP,MS07MMNP01b,MarineSediment,10.1016/j.quascirev.2006.12.008,-44.15,-75.16,-1169,Southern Chile Margin,49.5,2116.5,d18O,permil,inferred seawater,,,S,sub surface (50m),annual mean,increase,seawater,positive,S,not applicable (always),updated LiPD file 20/02/2019,REMOVE,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07MMNP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater. Data need to be removed,
O2kLR_195,MS07MMNP,MS07MMNP01,MarineSediment,10.1016/j.quascirev.2006.12.008,-44.15,-75.16,-1169,Southern Chile Margin,49.5,2116.5,temperature,degC,inferred sea-surface temperature,Marine Sediment,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"HVM, BM, 20/4/2016 Southern0485aMohtadi2007_GeoB7186-3","KT, HVM, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS07MMNP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
O2kLR_197,MS07MMNP,MS07MMNP01,MarineSediment,10.1016/j.quascirev.2006.12.008,-44.15,-75.16,-1169,Southern Chile Margin,-38.46,2116.5,temperature,degC,inferred sea-surface temperature,Marine Sediment,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Dataset contains NaN values and datapoints whose chronology is not QCd",KT,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07MMNP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS07RCNA02,MS07RCNA,MS07RCNA02,MarineSediment,10.1130/G23455A.1,61.43,-24.08,-1649,subpolar N. Atl,446,11098.5,d18O,permil,carbonate,planktonic foraminifera,N. incompta 150-212,temperature/d18Osw,near surface,winter,decrease/increase,subsurface seawater,negative,T_water,not applicable (always),update has gone missing. updated LiPD file 20/02/2019,LJ 12/12/2018,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07RCNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater. D18Oseawater missing,
LPDbe7e07025,MS07RCNA,,MarineSediment,10.1130/G23455A.1,61.43,-24.08,-1649,subpolar N. Atl,446,11098.5,Mg/Ca,mmol/mol,Mg/Ca of foraminiferal calcite,planktonic foram calcite: N. incompta 150-212 (oxidative + reductive cleaning),,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07RCNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDbe7e0702r,MS07RCNA,,MarineSediment,10.1130/G23455A.1,61.43,-24.08,-1649,subpolar N. Atl,446,11098.5,temperature,degC,temperature,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07RCNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD0558014c,MS07SWGG,,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",360,155629,Mg/Ca,mmol/mol,native Mg/Ca ratio that is used to calculate SST,,,,,,,,,,,,PGM,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD9cc3baf6,MS07SWGG,MS07SWGG01,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",360,155629,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,,,"HVM, BM, 20/4/2016 Atlantic0316Weldeab2007__MD03-2707_Mg/Ca","HVM, KT, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS07SWGG01b,MS07SWGG,MS07SWGG01b,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",360,155629,d18O,permil,inferred seawater,,inferred from G. ruber (pink) d18O and Mg/Ca,S,sea surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,surface seawater,positive,S,not applicable (always),,LJ 12/12/2018,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater. D18Ocarbonate missing,
MS07SWGG01a,MS07SWGG,MS07SWGG01a,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",360,155629,d18O,permil,carbonate,planktonic foraminifera,G. ruber (pink) 250-300,temperature/d18Osw,NaN,NaN,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,,
LPD4204e2f2,MS07SWGG,,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",360,1979,Mg/Ca,mmol/mol,native Mg/Ca ratio that is used to calculate SST,,,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",PGM,FALSE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD716b88d0,MS07SWGG,,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",360,1979,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Contains NaN values","PGM, KT",FALSE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDfaa61777t,MS07SWGG,MS07SWGG01,MarineSediment,10.1126/science.1140461,2.5,9.38,-1295,"Gulf of Guinea, EEA",240,10269,dD,permil,aquatic biomarker,C37:2 alkenones d2H,d2H of phytoplankton biomarkers,regional hydrology and river runoff,,,decrease,surface seawater,positive,S,Summer,"These are the dD values originally archived as MS13GLGG, but merged with this time series as it is the same core",GL and LJ,TRUE,http://lipdverse.org/iso2k/0_12_0/MS07SWGG.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS08UAPM01,MS08UAPM,MS08UAPM01,MarineSediment,10.1016/j.margeo.2008.11.008,38.625,-9.5083,-102,Portuguese Margin,-46,3108,d18O,permil,carbonate,planktonic foraminifera,G. bulloides,temperature/d18Osw,NaN,NaN,decrease/increase,surface seawater,negative,T_water,not applicable (always),,LJ,TRUE,http://lipdverse.org/iso2k/0_12_0/MS08UAPM.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS09DOIP01b,MS09DOIP,MS09DOIP01b,MarineSediment,10.1038/nature08233,-3.53,119.2,-503,Makassar Strait,-36.64,2314.7,d18O,permil,inferred seawater,,inferred from G. ruber (white) d18O and Mg/Ca,S,sea surface,1 2 3 4 5 6 7 8 9 10 11 12,increase,surface seawater,positive,S,not applicable (always),,LJ 12/12/2018,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09DOIP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater. D18Ocarbonate missing,
O2kLR_148,MS09DOIP,MS09DOIP01,MarineSediment,10.1038/nature08233,-3.53,119.2,-503,Makassar Strait,-36.64,2314.7,temperature,degC,inferred sea-surface temperature,foram Mg/Ca,,T,sea@surface,1 2 3 4 5 6 7 8 9 10 11 12,positive,,,,,"HVM, BM, 20/4/2016Pacific0335aOppo2009_MC31,BJ8-03-32GGC,BJ8-03-34GGC Combination of Oppo et al., (2009) data from the three cores recovered from the same drill site. Data sorted based on age.","KT, BM, HVM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DOIP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDc9f784381,MS09DOIP,,MarineSediment,10.1038/nature08233,-3.53,119.2,-503,Makassar Strait,-36.64,2314.7,Mg/Ca,mmol/mol,MgCa ratio of G. ruber,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DOIP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDc9f784386,MS09DOIP,,MarineSediment,10.1038/nature08233,-3.53,119.2,-503,Makassar Strait,-36.64,2314.7,core,,in composite record,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DOIP.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS09DOIP01a,MS09DOIP,MS09DOIP01a,MarineSediment,10.1038/nature08233,-3.53,119.2,-503,Makassar Strait,-36.64,2314.7,d18O,permil,carbonate,planktonic foraminifera,G. ruber (white) 212-250,temperature/d18Osw,sea surface,1 2 3 4 5 6 7 8 9 10 11 12,,surface seawater,negative,T_water,not applicable (always),,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09DOIP.html,,
MS09DTNA02b,MS09DTNA,MS09DTNA02b,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,d18O,permil,inferred seawater,,inferred from G. inflata d18O and Mg/Ca,,,,,subsurface seawater,positive,S,,,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,"Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.;  ""isotope interpretation1,2,3"" is missing -BK","LJ 12/12/2018: LiPD file contained many errors, would like to see before QC approval"
MS09DTNA01b,MS09DTNA,MS09DTNA01b,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,d18O,permil,inferred seawater,,inferred from G. bulloides d18O and Mg/Ca,,,,,surface seawater,positive,S,,,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,"Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.;  ""isotope interpretation1,2,3"" is missing -BK","LJ 12/12/2018: LiPD file contained many errors, would like to see before QC approval"
MS09DTNA02a,MS09DTNA,MS09DTNA02a,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,d18O,permil,carbonate,planktonic foraminifera,G. inflata 300-355,,,,,subsurface seawater,negative,T_water,,,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,"Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.;  ""isotope interpretation1,2,3"" is missing -BK","LJ 12/12/2018: LiPD file contained many errors, would like to see before QC approval"
LPD44e382ee1,MS09DTNA,,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,Mg/Ca,mmol/mol,Mg/Ca,planktonic foram calcite: G. inflata 300355,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD44e382ee2,MS09DTNA,,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,temperature,degC,inferred temperature,,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD2d0bd641,MS09DTNA,,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",planktonic foraminifera,G. bulloides,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,,
LPD44e382ee,MS09DTNA,,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,temperature,degC,inferred seasurface temperature,foram Mg/Ca,G. bulloides,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Dataset contains NaN values and datapoints whose chronology is not QCd",KT,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,,
MS09DTNA01a,MS09DTNA,MS09DTNA01,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,0,11867.5,d18O,permil,carbonate,planktonic foraminifera,G. bulloides,,,,,surface seawater,negative,T_water,,,LJ 20/02/2019,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,,
LPD75e02fb5,MS09DTNA,,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,698.22,1796.5,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, are are in units of mmol/mol",,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDb17a5e9e,MS09DTNA,MS09DTNA01,MarineSediment,10.1038/nature07717,62.08,-17.82,1938,RAPiD-12-1K Subpolar North Atlantic,698.22,1796.5,temperature,degC,inferred seasurface temperature,foram Mg/Ca,,,,,,,,,,"HVM, BM, 20/4/2016 Atlantic0220Thornalley2009__RAPiD121K_Mg/Ca_bulloides Used the G. bulloides record from this core as it was reported as nearsurface.","KT, HVM, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS09DTNA.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS09TCIS01,MS09TCIS,MS09TCIS01,MarineSediment,10.5194/cp-5-171-2009,39.7619,17.8986,178,Ionian Sea,-25.13,2137.2,d18O,permil,carbonate,planktonic foraminifera,G. ruber (150-300),temperature/d18Osw,surface,NaN,decrease/increase,surface seawater,negative,T_water,not applicable (always),,"LJ 12/12/2018 age model based on dated tephra layers, data available in 10.1038/sdata.2016.425",TRUE,http://lipdverse.org/iso2k/0_12_0/MS09TCIS.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD6e0eacd1,MS09TRFD,,MarineSediment,10.1016/j.quascirev.2009.04.008,55.5,-13.9,-2543,Feni Drift,-48,2317,notes,,original composite dataset from Richter et al. (2009) - PLEASE USE QC DATA FOR ANALYSIS!!!!,,,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09TRFD.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDb7290ea4,MS09TRFD,,MarineSediment,10.1016/j.quascirev.2009.04.008,55.5,-13.9,-2543,Feni Drift,-48,2317,temperature,degC,Mg/Ca SST,Globigerina bulloides,,T,sea@surface,4 5 6 7,positive,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.Identical to LPD47182517",KT,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09TRFD.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDba471ae7,MS09TRFD,,MarineSediment,10.1016/j.quascirev.2009.04.008,55.5,-13.9,-2543,Feni Drift,-48,2317,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, and are in units of mmol/mol",,,,,,,,,,,"These are the original, not quality controlled data. O2kLR recommends only using the Quality controlled data.",,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09TRFD.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPD47182517,MS09TRFD,MS09TRFD01,MarineSediment,10.1016/j.quascirev.2009.04.008,55.5,-13.9,-2543,Feni Drift,-48,2317,temperature,degC,inferred sea-surface temperature,foram Mg/Ca (G. bulloides),,T,sea@surface,4 5 6 7,positive,,,,,"HVM, BM, 20/4/2016 Atlantic0058Richter2009__ENAM9606,M200309_Mg/Ca","HVM, KT, BM, JAA",FALSE,http://lipdverse.org/iso2k/0_12_0/MS09TRFD.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
LPDbceb5d84,MS09TRFD,,MarineSediment,10.1016/j.quascirev.2009.04.008,55.5,-13.9,-2543,Feni Drift,-48,2317,Mg/Ca,mmol/mol,"native Mg/Ca ratio from which SST was calculated; values are from foram G. bulloides, and are in units of mmol/mol",,,,,,,,,,,,,FALSE,http://lipdverse.org/iso2k/0_12_0/MS09TRFD.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
MS09TRFD01b,MS09TRFD,MS09TRFD01b,MarineSediment,10.1016/j.quascirev.2009.04.008,55.5,-13.9,-2543,Feni Drift,-48,2317,d18O,permil,inferred seawater,,inferred from G. bulloides d18O and Mg/Ca,S,sea surface,"variable, probably spring/summer",increase,surface seawater,positive,S,not applicable (always),,LJ 12/12/2018,TRUE,http://lipdverse.org/iso2k/0_12_0/MS09TRFD.html,Marine archive team- check inferred materials and differentiate between surface and subsurface seawater.,
